#a,Org.,Prog.,Econ.,Denominación (cat),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de crècido,l,Obligaciones reconegudes
2025,061  ,3411 ,48905  ,CONVENI PRATENC AA                                ,061,3411 ,48905 ,60000,0,,36000
2025,061  ,3411 ,48908  ,CONVENI CB TERLENKA                               ,061,3411 ,48908 ,35000,14000,,21000
2025,061  ,3411 ,48910  ,CONVENI CLUB NATACIÓ PRAT                         ,061,3411 ,48910 ,9000,0,,5400
2025,061  ,3411 ,48911  ,CONVENI A.E. RITMICA PRAT COR BLAU                ,061,3411 ,48911 ,15000,0,,9000
2025,061  ,3411 ,48913  ,CONVENI CLUB TRIATLÓ                              ,061,3411 ,48913 ,6000,2400,,0
2025,061  ,3411 ,48914  ,CONVENI AE BASQUET PRATENC                        ,061,3411 ,48914 ,11000,4400,,11000
2025,061  ,3411 ,48918  ,CONVENI CONSELL ESPORTIU (JJEE+SC)                ,061,3411 ,48918 ,35600,15998.4,,29528.4
2025,061  ,3411 ,48919  ,CONVENI ADEQUACIÓ INS. CLUB AGILITY BAIX LLOBREGAT,061,3411 ,48919 ,0,1600,,1600
2025,061  ,3411 ,48920  ,CONVENI AGRUPACIÓ CICLISTA                        ,061,3411 ,48920 ,5000,2000,,2000
2025,061  ,3411 ,48922  ,CONVENI CLUB PATI VELOCITAT EL PRAT               ,061,3411 ,48922 ,12000,4800,,4800
2025,061  ,3411 ,48923  ,CONVENI FEDERACIÓ CATALANA  DE VELA               ,061,3411 ,48923 ,32000,24800,,24800
2025,061  ,342  ,22101  ,CONSUM AIGUA ESPORTS                              ,,3    ,221   ,129058,0,,0
2025,061  ,342  ,22699  ,DESP DIVERSES ESPORTS                             ,061,34   ,22    ,4825,0,,3577.22
2025,061  ,342  ,227993 ,CONTR PREST SERVEIS CM VELA                       ,061,34   ,22    ,8500,0,,0
2025,061  ,342  ,48904  ,"CONVENI CP PRAT, GESTIÓ PISTA JARDINS RIB         ",061,342  ,48904 ,6400,6800,,5573.13
2025,061  ,3421 ,12000  ,SOUS DEL GRUP A1                                  ,,3    ,1     ,17560.44,0,,8780.22
2025,061  ,3421 ,12001  ,SOUS DEL GRUP A2                                  ,,3    ,1     ,30883.52,0,,15441.76
2025,061  ,3411 ,48912  ,CONVENI CLUB VOLEI PRAT                           ,061,3411 ,48912 ,25000,0,,0
2025,044  ,2311 ,4891   ,TRANSF CORRENTS SUPORT SOCIAL                     ,044,2311 ,4891  ,230000,48062,,141037.05
2025,012  ,920  ,227993 ,CONTR PRESTACIO SERVEIS LOGISTICA                 ,012,92   ,22    ,15000,0,,0
2025,012  ,920  ,23010  ,DIETES PERSONAL DIRECTIU                          ,012,92   ,23    ,1000,0,,150
2025,012  ,920  ,23020  ,DIETES PERSONAL NO DIRECTIU                       ,012,92   ,23    ,8000,0,,997.67
2025,012  ,920  ,23110  ,LOCOMOCIÓ PERSONAL DIRECTIU                       ,012,92   ,23    ,2500,0,,171.85
2025,012  ,920  ,23120  ,LOCOMOCIÓ PERSONAL NO DIRECTIU                    ,012,92   ,23    ,12500,0,,3206.08
2025,012  ,920  ,233    ,ASSISTÈNCIA TRIBUNALS                             ,012,92   ,23    ,5950,0,,1333.33
2025,012  ,920  ,467    ,ECONOMIA-TRANSF.LOCALRET                          ,012,920  ,467   ,8000,0,,7665.37
2025,012  ,920  ,487    ,TRANSF CORRENTS OBSERVATORI DE DRET PÚBLIC IDP UNI,012,920  ,487   ,18000,0,,0
2025,012  ,920  ,500    ,FONS DE CONTINGENCIA EXECUCIO PRESSUPOSTARIA      ,012,920  ,500   ,1500000,0,,0
2025,012  ,920  ,622    ,INVERSIÓ EDIFICIS I ALTRES                        ,012,920  ,622   ,45000,0,,0
2025,012  ,920  ,629    ,MATERIAL INVENTARIABLE DIVERS                     ,012,920  ,629   ,150000,0,,2264.39
2025,012  ,920  ,830    ,BESTRETES REINTEGRABLES PERSONAL                  ,012,920  ,830   ,30000,0,,5730.54
2025,012  ,92010,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,140483.48,0,,35081.56
2025,012  ,92010,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,65651.04,0,,17923.35
2025,012  ,92010,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,180867.96,-20000,,56024.93
2025,012  ,92010,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,116774.99,0,,24995.21
2025,012  ,9204 ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,10024.64,0,,5705.4
2025,012  ,9204 ,12006  ,TRIENNIS                                          ,,9    ,1     ,3789.7,0,,3324.35
2025,012  ,9204 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,30554.68,0,,31715.81
2025,062  ,493  ,22699  ,CONSUM-DESP.V.AULA CONSUMIDOR I ED.ESC            ,062,49   ,22    ,4584,0,,0
2025,014  ,9201 ,22799  ,CONTRACTES PRESTACIÓ DE SERVEIS                   ,014,92   ,22    ,10000,0,,429
2025,012  ,920  ,22201  ,SERVEIS COMUNICACIÓ POSTALS                       ,012,92   ,22    ,299400,3005.28,,119872.35
2025,014  ,92011,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,9    ,1     ,77120.12,0,,38560.06
2025,041  ,3231 ,22199  ,SUBMINISTRAMENT DIVERSOS-ESCOLA BRESSOL           ,041,32   ,22    ,11481,0,,484.76
2025,014  ,92011,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,17560.44,0,,6084.36
2025,014  ,92011,12001  ,SOUS DEL GRUP A2                                  ,,9    ,1     ,15441.76,0,,7720.88
2025,014  ,92011,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,10024.64,0,,9590.06
2025,014  ,92011,12006  ,TRIENNIS                                          ,,9    ,1     ,21188.72,0,,9107.19
2025,014  ,92011,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,30499.28,0,,15437.03
2025,014  ,92011,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,75966.94,0,,38989.54
2025,031  ,1501 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,139596.94,0,,43839.29
2025,031  ,1532 ,12001  ,SOUS DEL GRUP A2                                  ,,1    ,1     ,23162.7,0,,14015.48
2025,031  ,1532 ,12003  ,SOUS DEL GRUP C1                                  ,,1    ,1     ,23653.28,0,,8497.7
2025,031  ,1532 ,12004  ,SOUS DEL GRUP C2                                  ,,1    ,1     ,130320.32,0,,49620.6
2025,031  ,1532 ,12005  ,SOUS DEL GRUP E                                   ,,1    ,1     ,36748.88,0,,18342.68
2025,031  ,1532 ,12006  ,TRIENNIS                                          ,,1    ,1     ,18106.7,0,,9121.41
2025,031  ,1532 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,93075.5,0,,39612.67
2025,031  ,1532 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,326685.52,0,,135870.23
2025,031  ,1532 ,121031 ,ALTRES COMPLEMENTS                                ,,1    ,1     ,3000,0,,1834.05
2025,031  ,1532 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,526071.97,0,,209848.72
2025,031  ,1532 ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,,1    ,1     ,12000,0,,9531.16
2025,031  ,1532 ,13002  ,ALTRES REMUNERACIONS PERSONAL LABORAL FIX         ,,1    ,1     ,11057.76,0,,5746.67
2025,031  ,1532 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,,1    ,1     ,12000,0,,8424.51
2025,031  ,1532 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,428628.63,0,,121435.24
2025,031  ,1532 ,213    ,"BRIGADA, CONSERV-REP MÀQUINES-INSTAL              ",031,15   ,21    ,5000,0,,0
2025,031  ,1532 ,22101  ,"CONSUM AIGUA VIES PÚBLIQUES, PARCS, ETC           ",,1    ,221   ,252000,0,,0
2025,031  ,1532 ,223    ,DESP TRANSPORTS                                   ,031,15   ,22    ,500,0,,0
2025,031  ,1532 ,22699  ,CONSERV I MANT V PÚBLICA DESP DIVERSES            ,031,15   ,22    ,3000,0,,547.4
2025,012  ,9204 ,120099 ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,,9    ,1     ,50000,0,,22707.58
2025,012  ,9204 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,5109.58,0,,2803.7
2025,012  ,9204 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,11916.24,0,,6665.58
2025,012  ,9204 ,121039 ,RETRIBUCIONS COMPLEMENTÀRIES SUPLÈNCIES           ,,9    ,1     ,60000,0,,34950.11
2025,012  ,9204 ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,,9    ,1     ,5000,0,,7937.87
2025,012  ,9204 ,130021 ,INCENTIU PRODUCTIVITAT PERSONAL LABORAL FIX       ,,9    ,1     ,149621.33,0,,72981.09
2025,012  ,9204 ,131021 ,INCENTIU PRODUCTIVITAT NO ABSENTISME LABORAL TEMP ,,9    ,1     ,6366.67,0,,3750
2025,012  ,9204 ,13199  ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL-SUPLÈNCIES ,,9    ,1     ,20000,0,,17134.36
2025,012  ,9204 ,1432   ,INCENTIU PRODUCTIVITAT NO ABSENTISME ALTRE PERSONA,,9    ,1     ,3526.67,0,,400
2025,012  ,9204 ,15001  ,INCENTIU PRODUCTIVITAT NO ABSENTISME              ,,9    ,1     ,558668,0,,280424
2025,012  ,9204 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,,9    ,1     ,30000,0,,14627.26
2025,031  ,1500 ,214    ,REPARAC VEHICLES                                  ,031,15   ,21    ,83025,2820.42,,32030.94
2025,012  ,9204 ,16200  ,FORMACIÓ I PERFECCIONAMENT DEL PERSONAL           ,,9    ,1     ,68611.1,1300,,11252.43
2025,012  ,9205 ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,96582.4,0,,38473.76
2025,012  ,9205 ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,33114.28,0,,19169.44
2025,014  ,92011,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,67209.98,0,,30256.31
2025,021  ,150  ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,1    ,1     ,81175.52,0,,40587.76
2025,021  ,150  ,12003  ,SOUS DEL GRUP C1                                  ,,1    ,1     ,23653.28,0,,9941.6
2025,021  ,150  ,12004  ,SOUS DEL GRUP C2                                  ,,1    ,1     ,25061.58,0,,17196.61
2025,021  ,150  ,12006  ,TRIENNIS                                          ,,1    ,1     ,6103.66,0,,4305.63
2025,021  ,150  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,22992.06,0,,12059.3
2025,021  ,150  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,53144.84,0,,28918.41
2025,021  ,150  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,55169.4,0,,23272.35
2025,044  ,2314 ,48904  ,TRANSF CORRENTS FUNDACIÓ RUBRICATUS               ,044,2314 ,48904 ,355000,0,,355000
2025,044  ,2314 ,48905  ,TRANSF CORRENTS COUFAR SCCL                       ,044,2314 ,48905 ,8000,3200,,0
2025,044  ,2315 ,48901  ,TRANSF CORRENT AAVV SANT COSME                    ,044,2315 ,48901 ,36000,14400,,36000
2025,044  ,2315 ,48902  ,TRANSF CORRENT FUNDACIÓN SECRETARIADO GITANO      ,044,2315 ,48902 ,50000,20000,,50000
2025,044  ,2315 ,48904  ,TRANSF CORRENTS GATS PROJECTE CONVIU SANT COSME   ,044,2315 ,48904 ,63000,63000,,63000
2025,044  ,2315 ,48906  ,TRANSF CORRENT FUNDACIO CONTORNO URBANO           ,044,2315 ,48906 ,15000,16000,,16000
2025,044  ,2313 ,48901  ,TRANSF CORRENTS BEQUES MENJADOR ESCOLAR           ,044,23   ,48    ,0,32581.57,,31349.2
2025,044  ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,,9    ,1     ,106498.14,0,,53249.07
2025,044  ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,33188.4,0,,14189.3
2025,051  ,241  ,22101  ,CONSUM AIGUA CPE                                  ,,2    ,221   ,4256,0,,0
2025,051  ,2411 ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,2    ,1     ,77120.12,0,,38560.06
2025,051  ,2411 ,12001  ,SOUS DEL GRUP A2                                  ,,2    ,1     ,30883.52,0,,15441.76
2025,051  ,2411 ,12004  ,SOUS DEL GRUP C2                                  ,,2    ,1     ,45110.86,8453,,23397.77
2025,051  ,2411 ,12005  ,SOUS DEL GRUP E                                   ,,2    ,1     ,18374.44,0,,9187.22
2025,051  ,2411 ,12006  ,TRIENNIS                                          ,,2    ,1     ,15943.77,0,,8559.53
2025,041  ,326  ,48905  ,TRANSF CORRENTS LLIBRES TEXT I MAT EDUC           ,041,32   ,48    ,75000,0,,2689.9
2025,0111 ,9202 ,227994 ,CONTR PREST SERVEIS GRÀFICS                       ,011,92   ,22    ,138500,11195.95,,56092.9
2025,0111 ,920  ,216    ,MANTENIMENT EQUIPS INFORMÀTICS/PROGRAMARI         ,011,92   ,21    ,835000,90783.78,,306696.73
2025,012  ,920  ,22000  ,MATERIAL D'OFICINA                                ,012,92   ,22    ,125000,4748.44,,29444.79
2025,0111 ,920  ,22002  ,MATERIAL INFORMÀTIC NO INVENTARIABLE              ,011,92   ,22    ,150000,0,,43495.66
2025,012  ,920  ,22799  ,CONTR PRESTACIÓ DE SERVEIS                        ,012,92   ,22    ,221450,1009.72,,6205.95
2025,0113 ,132  ,21200  ,CONSERV EDIFI INSTAL SEG CIUTADANA                ,011,13   ,21    ,30352,0,,11157.05
2025,041  ,3231 ,22105  ,ALIMENTS-ESCOLA BRESSOL                           ,041,32   ,22    ,45484,4156.06,,13664.14
2025,0113 ,132  ,22799  ,CONTR PREST SERVEIS SEG CIUTADANA                 ,011,13   ,22    ,292253,20326.62,,97841.27
2025,031  ,1621 ,22700  ,"RECOLLIDA, ELIMINACIÓ I TRACTAMENT DE RESIDUS     ",031,16   ,22    ,3936833,85684.86,,1606424.73
2025,031  ,163  ,22700  ,NETEJA VIARIA                                     ,031,16   ,22    ,8824878,0,,3401916.49
2025,031  ,171  ,210    ,CONSERV-MANTENIMENT PARCS I JARDINS               ,031,17   ,21    ,1689825,0,,698343.14
2025,031  ,920  ,21200  ,EDIFICIS-INSTAL MPALS CONSERV-REPARACIÓ           ,031,92   ,21    ,690922,82.24,,132073.02
2025,041  ,3231 ,21200  ,ESCOLA BRESSOL-CONSERV. I REPARACIÓ               ,041,32   ,21    ,86089,0,,26468.84
2025,041  ,3231 ,227995 ,CONTR PREST SERVEIS ESCOLA BRESSOL LA GRANOTA     ,041,32   ,22    ,515531,0,,135430.14
2025,061  ,342  ,22199  ,ESPORTS-SUBM. DIVERS MATERIAL                     ,061,34   ,22    ,32000,0,,1085.37
2025,062  ,3112 ,22799  ,PREST SERVEIS PROMOCIÓ DE LA SALUT                ,062,31   ,22    ,103000,0,,75127.4
2025,041  ,3232 ,21200  ,ESCOLES-CONSERVACIÓ I REPARACIÓ                   ,041,32   ,21    ,921185,0,,288393.45
2025,041  ,326  ,2279902,PREST SERVEIS VETLLADORS EXTRAESCOLARS            ,041,32   ,22    ,60000,0,,9475.06
2025,041  ,326  ,227997 ,SUPORT FP I ESTUDIS POST-OBLIGATORIS              ,041,32   ,22    ,26500,10000,,7060.35
2025,041  ,326  ,227998 ,PROGRAMA EDUCACIÓ-CULTURA-COMUNITAT (ECC)         ,041,32   ,22    ,215761,0,,71896.96
2025,042  ,333  ,21200  ,CONSERV-REP EDIFICIS-INSTAL CULTURA               ,042,33   ,21    ,618355,0,,165653.35
2025,042  ,333  ,227992 ,CONTR PREST SERVEIS LA CAPSA                      ,042,33   ,22    ,358777,0,,149490.35
2025,042  ,334  ,227993 ,CONTR PREST SERVEIS CINEMA CAPRI                  ,042,33   ,22    ,15300,0,,8399.99
2025,051  ,241  ,21200  ,CONSERV-REPARACIÓ EDIFICI CPE                     ,051,24   ,21    ,57750,0,,22400.19
2025,041  ,3231 ,221041 ,VESTUARI ESCOLA BRESSOL                           ,041,32   ,22    ,2420,0,,2303.24
2025,061  ,3421 ,21200  ,CEMS CONSERVACIÓ I REPARACIÓ                      ,061,34   ,21    ,228790,1049.29,,73933.24
2025,061  ,3423 ,21200  ,"CEM ESTRUCH, CONSERVACIÓ I REPARACIÓ              ",061,34   ,21    ,200543,1178.62,,68150.46
2025,061  ,3424 ,227991 ,CONSERV I GEST CEM JULIO MÉNDEZ                   ,061,34   ,22    ,547556,0,,221911.88
2025,061  ,3425 ,227991 ,CONTR PREST SERVEIS FONDO D'EN PEIXO              ,061,34   ,22    ,753830,0,,312366.5
2025,062  ,311  ,21200  ,"EDIF. SANITAT-CONSERV, I REP.                     ",062,31   ,21    ,20947,0,,7357.3
2025,014  ,920  ,22706  ,ESTUDIS I TREBALLS TÈCNICS                        ,014,92   ,22    ,40076,0,,9500.92
2025,041  ,3231 ,227994 ,CONTR PREST SERVEIS ESCOLA BRESSOL EL CABUSSET    ,041,32   ,22    ,542680,0,,176878.28
2025,044  ,231  ,21200  ,CONSERVACIÓ-REPARACIÓ EDIFICIS S.SOCIALS          ,044,23   ,21    ,31246,0,,12972.11
2025,044  ,2311 ,227991 ,CONTRAPRESTACIÓ SERVEIS ÀREA                      ,044,23   ,22    ,95000,0,,18793.05
2025,044  ,2311 ,227995 ,SERVEI PRELABORAL                                 ,044,23   ,22    ,222327,18527.25,,126909.75
2025,032  ,1722 ,227991 ,CONTR PREST CONTROL ENERGÈTIC                     ,032,17   ,22    ,53000,0,,12407.79
2025,044  ,2315 ,227993 ,CONT SERVEI PREVENCIÓ I CONVIVÈNCIA               ,044,23   ,22    ,165000,0,,56694.05
2025,044  ,2316 ,227994 ,PRESTACIÓ SERVEIS SIAD SAI                        ,044,2316 ,227994,135000,0,,54571.99
2025,063  ,924  ,22799  ,CONTR PREST SERVEIS CIVISME I CONVIVÈNCIA         ,063,92   ,22    ,188595,3038.87,,96201.18
2025,0113 ,132  ,204    ,ARRENDAMENTS MATERIALS I EQUIPS                   ,011,13   ,20    ,133509,9399.23,,57641.68
2025,012  ,920  ,22604  ,DESP DEFENSA JURÍDICA I REGISTRAL                 ,012,92   ,22    ,103000,0,,32423.24
2025,044  ,231  ,22700  ,NETEJA EDIFICIS SERVEIS SOCIALS                   ,044,23   ,22    ,341784,0,,133612.9
2025,0111 ,9202 ,226023 ,COMUNICACIÓ I DIFUSIÓ                             ,011,92   ,22    ,145150,0,,15801.88
2025,041  ,3231 ,227001 ,NETEJA ESCOLES BRESSOL                            ,041,32   ,22    ,356292,0,,133302.5
2025,0111 ,920  ,227991 ,"PREST SERV INNOV DIGITAL, QUALITAT I PROJ ESTRATÈG",011,92   ,22    ,100000,0,,37516.05
2025,041  ,3232 ,227002 ,NETEJA ESCOLES                                    ,041,32   ,22    ,2486001,0,,902226.5
2025,0113 ,132  ,22103  ,POLICIA LOCAL-COMBUSTIBLE                         ,011,13   ,22    ,33880,961.43,,8226.87
2025,0111 ,920  ,227992 ,CONTR PREST SERVEIS SITIC                         ,011,92   ,22    ,120000,0,,13794
2025,0113 ,132  ,22100  ,SUBM. ENERGIA ELÈCTRICA SEGURETAT CIUTADANA       ,,1    ,221   ,27221,8182.42,,14105.16
2025,041  ,3231 ,221001 ,ELECTRICITAT ESCOLES BRESSOL                      ,,3    ,221   ,4950,1883.28,,2571.33
2025,041  ,326  ,48907  ,BEQUES ALUMNAT ACTIV EXTRAESC COMPLEMENT          ,041,32   ,48    ,0,0,,0
2025,044  ,2312 ,22110  ,SUBMINISTRAMENT PRODUCTES NETEJA                  ,044,23   ,22    ,9680,0,,1326.53
2025,0113 ,132  ,22104  ,VESTUARI I EQUIP POLICIA LOCAL                    ,011,13   ,22    ,175000,0,,40035.44
2025,042  ,333  ,227993 ,CONTR PREST SERVEIS CC S JORDI-RIBERA BAIXA       ,042,33   ,22    ,262200,0,,142583.4
2025,031  ,165  ,22100  ,CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC                 ,,1    ,221   ,629321,152789.16,,312082.68
2025,051  ,2412 ,227992 ,CONTR PREST SERVEIS PROJECTES D'INSERCIÓ LABORAL  ,051,2412 ,227992,250336,0,,56687.32
2025,044  ,2312 ,22104  ,VESTUARI RESIDÈNCIA D'AVIS                        ,044,23   ,22    ,4235,0,,335.93
2025,011  ,9202 ,227994 ,CONTR PREST SERVEIS AUDIOVISUALS                  ,011,92   ,22    ,0,0,,0
2025,012  ,920  ,216    ,MANTENIMENT EQUIPS INFORMÀTICS/PROGRAMARI         ,012,92   ,21    ,0,0,,0
2025,012  ,920  ,22002  ,MATERIAL INFORMÀTIC NO INVENTARIABLE              ,012,92   ,22    ,0,0,,0
2025,012  ,920  ,227062 ,ESTUDIS I TREBALLS TÈCNICS TIC                    ,012,92   ,22    ,0,0,,0
2025,012  ,920  ,227063 ,OFICINA TÈCNICA DESENVOLUPAMENT PROGRAMARI SITIC  ,012,92   ,22    ,0,0,,0
2025,013  ,132  ,204    ,ARRENDAMENTS MATERIALS I EQUIPS                   ,013,13   ,20    ,0,0,,0
2025,013  ,132  ,212    ,CONSERV EDIFI INSTAL SEG CIUTADANA                ,013,13   ,21    ,0,0,,0
2025,013  ,132  ,214    ,POLICIA LOCAL-VEHICLES                            ,013,13   ,21    ,0,0,,0
2025,013  ,132  ,22799  ,CONTR PREST SERVEIS SEG CIUTADANA                 ,013,13   ,22    ,0,0,,0
2025,031  ,920  ,212    ,EDIFICIS-INSTAL MPALS CONSERV-REPARACIÓ           ,031,92   ,21    ,0,0,,0
2025,041  ,3231 ,212    ,ESCOLA BRESSOL-CONSERV. I REPARACIÓ               ,041,32   ,21    ,0,0,,0
2025,041  ,3232 ,212    ,ESCOLES-CONSERVACIÓ I REPARACIÓ                   ,041,32   ,21    ,0,0,,0
2025,042  ,333  ,212    ,CONSERV-REP EDIFICIS-INSTAL CULTURA               ,042,33   ,21    ,0,0,,0
2025,043  ,334  ,22799  ,PLA JOVE                                          ,043,33   ,22    ,0,0,,0
2025,043  ,334  ,465    ,TRANSF CONVENI ASS. MOBILITAT INTERN. JOVES       ,043,334  ,465   ,0,0,,0
2025,051  ,241  ,212    ,CONSERV-REPARACIÓ EDIFICI CPE                     ,051,24   ,21    ,0,0,,0
2025,061  ,3421 ,22100  ,ELECTRICITAT CEMS                                 ,,3    ,221   ,143606,59885.18,,32532.53
2025,051  ,4311 ,227991 ,CONTR PREST SERVEIS PRODUCTE LOCAL                ,051,43   ,22    ,0,0,,0
2025,061  ,3421 ,212    ,CEMS CONSERVACIÓ I REPARACIÓ                      ,061,34   ,21    ,0,0,,0
2025,061  ,3423 ,212    ,"CEM ESTRUCH, CONSERVACIÓ I REPARACIÓ              ",061,34   ,21    ,0,0,,0
2025,062  ,311  ,212    ,"EDIF. SANITAT-CONSERV, I REP.                     ",062,31   ,21    ,0,0,,0
2025,072  ,231  ,212    ,CONSERVACIÓ-REPARACIÓ EDIFICIS S.SOCIALS          ,072,23   ,21    ,0,0,,0
2025,072  ,2311 ,227991 ,CONTRAPRESTACIÓ SERVEIS ÀREA                      ,072,23   ,22    ,0,0,,0
2025,072  ,2311 ,227995 ,SERVEI PRELABORAL                                 ,072,23   ,22    ,0,0,,0
2025,072  ,2311 ,622    ,INV NOVA RESIDENCIA D'AVIS                        ,072,2311 ,622   ,0,0,,0
2025,072  ,2312 ,227995 ,CONTR PREST SERVEIS GENT GRAN                     ,072,23   ,22    ,0,0,,0
2025,072  ,2315 ,227993 ,CONT SERVEI PREVENCIÓ I CONVIVÈNCIA               ,072,23   ,22    ,0,0,,0
2025,072  ,2316 ,227994 ,PRESTACIÓ SERVEIS SIAD SAI                        ,072,23   ,22    ,0,0,,0
2025,072  ,924  ,22799  ,CONTR PREST SERVEIS CIVISME I CONVIVÈNCIA         ,072,92   ,22    ,0,0,,0
2025,052  ,4312 ,21200  ,CONSERVACIÓ-REPARACIO MERCAT                      ,052,43   ,21    ,180,0,,19.43
2025,061  ,3425 ,22100  ,ELECTRICITAT CEM FONDO D'EN PEIXO                 ,,3    ,221   ,39866,8201.46,,21947.28
2025,061  ,342  ,21200  ,MANTENIMENT ALTRES INSTAL·LACIONS ESPORTIVES      ,061,34   ,21    ,39332,0,,176.98
2025,041  ,326  ,227992 ,"LECTURA, ÈXIT EDUCATIU I COMUNITAT (LECXIT)       ",041,32   ,22    ,26033,0,,17354.68
2025,063  ,924  ,227992 ,CONTR PREST SERVEIS SUPORT TEIXIT ASSOCIATIU      ,063,92   ,22    ,102661,0,,42692.95
2025,063  ,2314 ,227992 ,CONTR PREST SERVEIS COL·LECTIUS NECESSITATS ESPECI,063,23   ,22    ,27005,575,,10530.99
2025,032  ,134  ,22799  ,CONT. SERVEIS VEHICLE ELECTRIC COMPARTIT          ,032,13   ,22    ,75000,0,,33756
2025,061  ,3423 ,22700  ,NETEJA CEM ESTRUCH                                ,061,34   ,22    ,584345,0,,225456.3
2025,044  ,2312 ,22199  ,MATERIAL TÈCNIC RESIDÈNCIA D'AVIS                 ,044,23   ,22    ,3630,0,,0
2025,051  ,241  ,22700  ,NETEJA CPE                                        ,051,24   ,22    ,169982,0,,61516.15
2025,063  ,924  ,22100  ,ELECTRICITAT HORTS MUNICIPALS                     ,,9    ,221   ,5678,401.42,,1317.98
2025,0111 ,9202 ,227996 ,SERVEIS DE PRODUCCIÓ DE MATERIALS DE COMUNICACIÓ F,011,92   ,22    ,67000,0,,17886.24
2025,0111 ,9202 ,227995 ,CONT PREST SERVEIS AUDIOVISUALS                   ,011,92   ,22    ,75000,1542.75,,9942.21
2025,062  ,311  ,226992 ,PROGRAMA DE CARDIOPROTECCIÓ                       ,062,31   ,22    ,3280,0,,857.6
2025,051  ,241  ,22100  ,ELECTRICITAT CPE                                  ,,2    ,221   ,47597,16802.36,,815.42
2025,063  ,924  ,227994 ,MOSTRA D'ENTITATS                                 ,063,92   ,22    ,67500,0,,14831.12
2025,042  ,333  ,22100  ,ELECTRICITAT EDIFICIS CULTURA                     ,,3    ,221   ,386960,60125.59,,160820.52
2025,061  ,3423 ,22100  ,ELECTRICITAT CEM ESTRUCH                          ,,3    ,221   ,102489,68542.96,,23718.53
2025,044  ,2315 ,227994 ,"PRESTACIÓ SERVEIS PLA DE BARRIS (BARRIS CREATIUS,)",044,2315 ,227994,165700,60348.75,,63231.13
2025,062  ,311  ,22100  ,ELECTRICITAT EDIFICI SALUT PÚBLICA                ,,3    ,221   ,13287,2081.89,,6200.31
2025,0112 ,432  ,22799  ,CONTR PREST SERV OFICINA PORTA DEL DELTA          ,011,43   ,22    ,78265,0,,27951.99
2025,061  ,3421 ,22700  ,NETEJA CEMS                                       ,061,34   ,22    ,667068,0,,275659.75
2025,031  ,1500 ,221031 ,COMBUSTIBLE VEHICLES                              ,031,15   ,22    ,45980,1982.71,,19879.51
2025,041  ,326  ,227994 ,PREST SERVEIS-PATI OBERT                          ,041,32   ,22    ,27480,0,,0
2025,042  ,333  ,22700  ,NETEJA EDIFICIS CULTURA                           ,042,33   ,22    ,1282301,0,,516408.75
2025,062  ,311  ,227992 ,PREST SERVEIS PREVENTIUS                          ,062,31   ,22    ,60000,0,,38461
