#a,Org.,Prog.,Econ.,Denominación (cat),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de crècido,l,Obligaciones reconegudes
2025,041  ,3202 ,12001  ,SOUS DEL GRUP A2                                  ,,3    ,1     ,61767.04,0,,30834.54
2025,041  ,3202 ,12006  ,TRIENNIS                                          ,,3    ,1     ,10030.63,0,,4625.54
2025,041  ,3202 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,34240.36,0,,14915.76
2025,041  ,3202 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,3    ,1     ,69865.6,0,,30576.2
2025,041  ,3202 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,3    ,1     ,40012.58,0,,20003.76
2025,032  ,170  ,209    ,CANON FOTOVOLTAIQUES                              ,032,170  ,209   ,1000,0,,0
2025,042  ,334  ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,,3    ,1     ,900,0,,1674.76
2025,042  ,334  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,3    ,1     ,218988.36,0,,88362.07
2025,042  ,334  ,227992 ,DESP DIVERSES ARTS EN VIU                         ,042,334  ,227992,6,152125.71,,28143.43
2025,042  ,334  ,227994 ,ARTS VISUALS (CONTR PREST SERVEIS)                ,042,33   ,22    ,25000,0,,0
2025,042  ,334  ,48901  ,TRANSF CORRENTS DINAMITZACIÓ MOV ASSOCIATIU       ,042,334  ,48901 ,16000,6709.55,,15078.95
2025,042  ,334  ,48902  ,TRANSF CORRENTS L'ATÒMICA                         ,042,334  ,48902 ,214900,46000,,151473.4
2025,042  ,334  ,48903  ,TRANSF CORRENTS - PROJECTES EXTRAORDINARIS        ,042,334  ,48903 ,5000,0,,900
2025,042  ,334  ,48905  ,TRANSF CORRENT BANDA DE MUSICA DEL PRAT           ,042,334  ,48905 ,12000,4800,,12000
2025,042  ,334  ,48906  ,TRANSF CORRENT UNIÓ FILHARMÒNICA                  ,042,334  ,48906 ,12000,4800,,11997.69
2025,042  ,334  ,48909  ,TRANSF CORRENT FEDERACIÓ EL NUS                   ,042,334  ,48909 ,20000,8000,,20000
2025,042  ,334  ,48910  ,TRANSF CORRENTS ASSOCIACIÓ GEGANTERA DEL PRAT     ,042,334  ,48910 ,6000,2400,,5932.2
2025,042  ,334  ,48911  ,TRANSF CORRENTS TEATRE KADDISH                    ,042,334  ,48911 ,59000,11800,,47200
2025,042  ,334  ,48912  ,TRANSF CORRENT COLLA DIABLES DEL PRAT             ,042,334  ,48912 ,12000,4800,,12000
2025,042  ,334  ,48913  ,TRANSF CORRENT ASSOCIACIÓ GEGANTERA DELTA         ,042,334  ,48913 ,3000,1200,,2287.03
2025,042  ,334  ,48915  ,TRANSF CORRENT FEDERACIÓ EXTREMEÑA                ,042,334  ,48915 ,2500,0,,1500
2025,042  ,334  ,48916  ,TRANSF CORRENT CENTRE D'ESTUDIS COMARC            ,042,334  ,48916 ,4500,1800,,4500
2025,042  ,334  ,48917  ,TRANSF CORRENT CASA DE ANDALUCIA                  ,042,334  ,48917 ,8500,3400,,8499.16
2025,042  ,334  ,48918  ,TRANSF CORRENT CASA DE ARAGÓN                     ,042,334  ,48918 ,11500,4600,,11475.99
2025,042  ,334  ,48919  ,TRANSF CORRENT CASTELLERS DEL PRAT                ,042,334  ,48919 ,12000,4800,,12000
2025,044  ,2315 ,227991 ,PREST SERVEIS PLA ACTUACIÓ SANT COSME             ,044,23   ,22    ,130000,0,,0
2025,021  ,161  ,619    ,MILLORA INFRAESTRUCTURA I BENS US GENERAL         ,021,161  ,619   ,669713.49,616406.69,,262130.64
2025,063  ,135  ,22706  ,ESTUDIS I TREBALLS TÈCNICS PROTECCIÓ CIVIL        ,063,13   ,22    ,15000,0,,0
2025,012  ,920  ,489    ,BEQUES PERSONAL COL·LABORADOR                     ,012,920  ,489   ,32000,0,,9302.3
2025,044  ,2311 ,48911  ,TRANSF CORRENTS SUPORT ALLOTJAMENTS               ,044,2311 ,48911 ,182680,3795.17,,113735.42
2025,063  ,2316 ,227996 ,PRESTACIÓ SERVEIS DINAMITZACIÓ COMUNITARIA        ,063,23   ,22    ,25000,544.5,,5230.84
2025,012  ,920  ,227064 ,ESTUDIS I TREBALLS TECNICS SER CENTRALS I ECONOMIA,012,92   ,22    ,125400,0,,13567.13
2025,012  ,920  ,22104  ,VESTUARI                                          ,012,92   ,22    ,25000,0,,1211.55
2025,061  ,3425 ,22102  ,CONSUM GAS CEM FONDO D'EN PEIXO                   ,,3    ,221   ,48421,1134.28,,22880.79
2025,042  ,334  ,48920  ,TRANSF CORRENT AMICS DEL PRAT                     ,042,334  ,48920 ,8000,2600,,6677.63
2025,042  ,334  ,48922  ,TRANSF CORRENTS SCR LO LLOBREGAT DE LES FLORS     ,042,334  ,48922 ,5100,2040,,5100
2025,042  ,334  ,48923  ,TRANSF CORRENTS AGRUPACIÓ FOTOGRÀFICA PRAT        ,042,334  ,48923 ,2350,940,,2350
2025,042  ,334  ,48924  ,TRANSF CORRENTS AMICS DE LA SARDANA               ,042,334  ,48924 ,5100,2040,,5100
2025,042  ,334  ,48925  ,TRANSF CORRENTS LES CARXOFES DEL PRAT             ,042,334  ,48925 ,3000,1180.8,,2920.8
2025,042  ,334  ,48926  ,TRANSF CORRENTS BALL DE DIABLES                   ,042,334  ,48926 ,6000,0,,3600
2025,042  ,336  ,2260901,ACTIVITATS MEMÒRIA HISTÒRICA                      ,042,33   ,22    ,4000,0,,0
2025,044  ,1522 ,780    ,TRANSF CAP ASCENSORS ST COSME                     ,044,1522 ,780   ,95698,0,,0
2025,044  ,231  ,22101  ,CONSUM AIGUA EDIFICIS SERVEIS SOCIALS             ,,2    ,221   ,8053,0,,0
2025,044  ,231  ,226992 ,ALTRES DESPESES SERVEIS SOCIALS                   ,044,23   ,22    ,5000,0,,805.21
2025,044  ,231  ,464    ,CONVENI AMB URGÈNCIA SOCIAL  (CUESB)              ,044,231  ,464   ,49711,0,,49710.84
2025,044  ,2310 ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,2    ,1     ,81607.15,0,,40747.25
2025,044  ,2310 ,12000  ,SOUS DEL GRUP A1                                  ,,2    ,1     ,52681.32,0,,26038.63
2025,044  ,2310 ,12001  ,SOUS DEL GRUP A2                                  ,,2    ,1     ,109012.32,0,,59154.5
2025,044  ,2310 ,12003  ,SOUS DEL GRUP C1                                  ,,2    ,1     ,65046.5,0,,27893.78
2025,044  ,2310 ,12004  ,SOUS DEL GRUP C2                                  ,,2    ,1     ,106159.66,0,,58358.99
2025,044  ,2310 ,12006  ,TRIENNIS                                          ,,2    ,1     ,47823.11,0,,22888.43
2025,044  ,2310 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,2    ,1     ,157970.69,0,,79851.3
2025,044  ,2310 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,2    ,1     ,365141.35,70000,,181846.09
2025,044  ,2310 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,2    ,1     ,355417.7,0,,136985.3
2025,031  ,171  ,619    ,MILLORA INFRAESTRUCTURA I BENS US GENERAL         ,031,171  ,619   ,864000,214015.55,,229891.3
2025,063  ,2311 ,227997 ,SALUT MENTAL COMUNITARIA                          ,063,23   ,22    ,71524,0,,18802
2025,021  ,1521 ,44901  ,TRANSF CORRENTS GESTIO CONVENI HABITATGE          ,021,1521 ,44901 ,0,0,,0
2025,051  ,433  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,4    ,1     ,115421.04,0,,37296.58
2025,051  ,433  ,22199  ,SUBMINISTRAMENTS DIVERSOS                         ,051,43   ,22    ,2500,0,,0
2025,051  ,433  ,22699  ,DESP VÀRIES ACTIVITAT ECONÒMICA                   ,051,43   ,22    ,700,0,,150
2025,051  ,433  ,227991 ,CONTR PREST SERVEIS DESENV SECTORS ESTRATÈGICS    ,051,43   ,22    ,50000,0,,0
2025,051  ,433  ,465    ,TRANSFERÈNCIES CORRENTS CONSELL COMARCAL BAIX LLOB,051,433  ,465   ,16500,0,,0
2025,051  ,433  ,46601  ,QUOTA MEMBRE ASSOC PACTE INDUST REGIO METROP  BARC,051,433  ,46601 ,4000,0,,3856.09
2025,051  ,433  ,46602  ,QUOTA MEMBRE XARXA EL PERFIL DE LA CIUTAT AJ TERRA,051,433  ,46602 ,600,0,,0
2025,051  ,433  ,47901  ,QUOTA MEMBRE SOCI  C BARCELONA CENTRE LOGISTIC CAT,051,433  ,47901 ,1300,0,,1210
2025,051  ,433  ,48907  ,"TRANSF CORRENTS, AJUTS EMPRENEDORIA               ",051,433  ,48907 ,120000,0,,0
2025,051  ,433  ,48914  ,EL PRAT EMPREN MARTA MAYORDOMO                    ,051,433  ,48914 ,12000,0,,9000
2025,051  ,433  ,48916  ,QUOTA MEMBRE ASSOCIACIO INNOBAIX                  ,051,433  ,48916 ,5000,0,,5000
2025,051  ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,,9    ,1     ,66588.76,0,,33294.38
2025,051  ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,18845.88,0,,8180.2
2025,052  ,430  ,12001  ,SOUS DEL GRUP A2                                  ,,4    ,1     ,30744.06,0,,0
2025,052  ,430  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,4    ,1     ,18247.42,0,,1117.6
2025,052  ,430  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,4    ,1     ,40852.48,0,,2833.18
2025,052  ,430  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,4    ,1     ,33212.34,0,,-2774.5
2025,052  ,430  ,22199  ,SUBM DIVERSOS DINAMITZACIÓ COMERCIAL              ,052,43   ,22    ,12000,0,,0
2025,052  ,430  ,227991 ,CONTR PREST SERVEIS PLA ESTRATÈGIC COMERÇ         ,052,43   ,22    ,90000,0,,0
2025,052  ,430  ,489    ,TRANSF CORRENTS COMERÇ                            ,052,430  ,489   ,12000,1920,,4506.97
2025,052  ,430  ,48902  ,TRANSF CORRENTS MILLORA COMERÇ QUALITAT           ,052,430  ,48902 ,40000,11159.19,,7104.72
2025,052  ,430  ,48903  ,TRANSF CORRENTS CONVENI PRAT GRAN COMERÇ          ,052,430  ,48903 ,27000,12000,,11957.58
2025,014  ,933  ,622    ,INVERSIO NOVA EN EQUIPAMENTS I SERVEIS            ,014,933  ,622   ,7190235.1,482007.05,,769991.29
2025,021  ,1521 ,44902  ,TRANSF SERVEIS OFICINA D'HABITATGE                ,021,1521 ,44902 ,907143,175766.02,,120000
2025,051  ,2412 ,227991 ,CONTR PREST SERVEIS OCUPACIÓ                      ,051,2412 ,227991,10000,144767.95,,20290.5
2025,061  ,3411 ,48902  ,CONVENI CB PRAT PROMOCIÓ BASQUET                  ,061,3411 ,48902 ,248000,0,,189400
2025,041  ,326  ,48912  ,TRANSF CORRENTS LLAR D'INFANTS DUMBO              ,041,326  ,48912 ,4028,0,,0
2025,041  ,3231 ,221021 ,SUBMINISTRAMENT GAS-ESCOLA BRESSOL                ,,3    ,221   ,2736,226.26,,2507.45
2025,041  ,3232 ,221022 ,ESCOLES-SUBM. GAS                                 ,,3    ,221   ,177448,3545.46,,51932.86
2025,061  ,3421 ,22102  ,CONSUM GAS CEMS                                   ,,3    ,221   ,107772,17117.22,,67178.74
2025,061  ,3423 ,22102  ,CONSUM GAS CEM ESTRUCH                            ,,3    ,221   ,105743,31452.12,,82692.47
2025,061  ,3424 ,22102  ,CONSUM GAS CEM JULIO MÉNDEZ                       ,,3    ,221   ,16048,2865.72,,9231.56
2025,062  ,3113 ,227991 ,PREST SERV CONTROL SANITARI ANIMAL                ,062,31   ,22    ,68000,0,,2450.25
2025,042  ,330  ,226022 ,DESP DIVERSES SERVEI DE CULTURA                   ,042,33   ,22    ,10000,0,,1600
2025,014  ,1532 ,619    ,INV MILLORA INFRAESTRUCT BÉNS ÚS GRAL(ESPAI PUBLIC,014,1532 ,619   ,828900,1775922.04,,263655.27
2025,011  ,336  ,22609  ,CONSERVACIÓ I RESTAURACIÓ DOCUMENTACIÓ            ,011,33   ,22    ,9000,0,,0
2025,052  ,430  ,780    ,TRANSF CAPITAL COMERÇ PER A FOMENT ACCESSIBILITAT ,052,430  ,780   ,20000,0,,0
2025,061  ,3421 ,12003  ,SOUS DEL GRUP C1                                  ,,3    ,1     ,11826.64,0,,5913.32
2025,061  ,3421 ,12004  ,SOUS DEL GRUP C2                                  ,,3    ,1     ,10024.64,0,,5012.32
2025,061  ,3421 ,12005  ,SOUS DEL GRUP E                                   ,,3    ,1     ,45936.1,0,,22968.04
2025,061  ,3421 ,12006  ,TRIENNIS                                          ,,3    ,1     ,25641.66,0,,12182.32
2025,061  ,3421 ,120099 ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,,3    ,1     ,16500,0,,9588.17
2025,061  ,3421 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,51513.14,0,,25756.56
2025,061  ,3421 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,3    ,1     ,138242.72,0,,69121.39
2025,061  ,3421 ,121031 ,ALTRES COMPLEMENTS                                ,,3    ,1     ,2600,0,,3533.52
2025,061  ,3421 ,121039 ,RETRIBUCIONS COMPLEMENTÀRIES SUPLÈNCIES           ,,3    ,1     ,30900,0,,17598.81
2025,061  ,3421 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,3    ,1     ,166742.9,0,,92426.76
2025,061  ,3421 ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,,3    ,1     ,800,0,,1859.53
2025,061  ,3421 ,13002  ,ALTRES REMUNERACIONS PERSONAL LABORAL FIX         ,,3    ,1     ,7431.29,0,,4362.57
2025,061  ,3421 ,13199  ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL-SUPLÈNCIES ,,3    ,1     ,8700,0,,1975
2025,061  ,3421 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,,3    ,1     ,10000,0,,5331.01
2025,061  ,3421 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,3    ,1     ,160005.9,0,,79837.71
2025,061  ,3423 ,12001  ,SOUS DEL GRUP A2                                  ,,3    ,1     ,15441.76,0,,7720.88
2025,061  ,3423 ,12005  ,SOUS DEL GRUP E                                   ,,3    ,1     ,55123.18,0,,28449.94
2025,061  ,3423 ,12006  ,TRIENNIS                                          ,,3    ,1     ,8442.44,0,,4356.49
2025,061  ,3423 ,120099 ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,,3    ,1     ,15700,0,,5840.94
2025,061  ,3423 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,28618.24,0,,14832.68
2025,061  ,3423 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,3    ,1     ,90473.04,0,,46668.35
2025,061  ,3423 ,121031 ,ALTRES COMPLEMENTS                                ,,3    ,1     ,1500,0,,3510.5
2025,041  ,3231 ,12001  ,SOUS DEL GRUP A2                                  ,,3    ,1     ,77208.8,0,,31696.46
2025,041  ,3231 ,12003  ,SOUS DEL GRUP C1                                  ,,3    ,1     ,70959.84,0,,17739.96
2025,041  ,3231 ,12005  ,SOUS DEL GRUP E                                   ,,3    ,1     ,18374.44,0,,4593.61
2025,041  ,3231 ,12006  ,TRIENNIS                                          ,,3    ,1     ,21907.23,0,,8233.52
2025,041  ,3231 ,120099 ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,,3    ,1     ,15000,0,,12288.15
2025,041  ,3231 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,72735.6,0,,23111.71
2025,041  ,3231 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,3    ,1     ,166844.02,0,,51749.53
2025,041  ,3231 ,121039 ,RETRIBUCIONS COMPLEMENTÀRIES SUPLÈNCIES           ,,3    ,1     ,20000,0,,16691.14
2025,041  ,3231 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,3    ,1     ,64949.06,0,,31991.67
2025,041  ,3231 ,13199  ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL-SUPLÈNCIES ,,3    ,1     ,16000,0,,13856.82
2025,041  ,3231 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,3    ,1     ,157283.25,0,,39877.87
2025,041  ,3231 ,221011 ,CONSUM AIGUA ESCOLA BRESSOL                       ,,3    ,221   ,2022,0,,0
2025,041  ,3231 ,489    ,TRANSF CORRENTS ESCOLES BRESSOL                   ,041,32   ,48    ,47000,1013.48,,14591.16
2025,041  ,3232 ,12001  ,SOUS DEL GRUP A2                                  ,,3    ,1     ,15441.76,0,,0
2025,041  ,3232 ,12005  ,SOUS DEL GRUP E                                   ,,3    ,1     ,66292.09,0,,20907.65
2025,041  ,3232 ,12006  ,TRIENNIS                                          ,,3    ,1     ,7454.42,0,,1414.6
2025,041  ,3232 ,120099 ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,,3    ,1     ,24000,0,,9485.43
2025,041  ,3232 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,30566.7,0,,8002.41
2025,041  ,3232 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,3    ,1     ,89550.51,0,,24771.89
2025,041  ,3232 ,121039 ,RETRIBUCIONS COMPLEMENTÀRIES SUPLÈNCIES           ,,3    ,1     ,38000,0,,15870.67
2025,041  ,3232 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,3    ,1     ,246422.61,0,,137867.62
2025,041  ,3202 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,3    ,1     ,74371.44,0,,25004.09
2025,011  ,336  ,227993 ,SUPORT ARXIVÍSTIC-ORGANITZACIÓ DIPÒSITS           ,011,33   ,22    ,14000,0,,0
2025,011  ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,,9    ,1     ,77014.56,0,,35785.43
2025,011  ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,15137.28,0,,6573
2025,011  ,912  ,23000  ,ÒRGANS DE GOVERN-DIETES                           ,011,91   ,23    ,2000,0,,164.62
2025,011  ,912  ,23100  ,ÒRGANS DE GOVERN-LOCOMOCIÓ                        ,011,91   ,23    ,6000,0,,3318.59
2025,011  ,9201 ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,9    ,1     ,202143.5,0,,101071.75
2025,011  ,9201 ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,35120.88,0,,8780.22
2025,011  ,9201 ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,11826.64,0,,5913.32
2025,011  ,9201 ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,20049.28,0,,14153.43
2025,011  ,9201 ,12006  ,TRIENNIS                                          ,,9    ,1     ,13185.92,0,,7285.93
2025,011  ,9201 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,36035.44,0,,15297.9
2025,011  ,9201 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,161942.9,0,,57699.38
2025,011  ,9201 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,9    ,1     ,115802.08,0,,42978.18
2025,011  ,9201 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,134660.07,0,,49419.73
2025,011  ,9201 ,226012 ,ATENCIONS AGERMANAMENTS                           ,011,92   ,22    ,4900,0,,0
2025,011  ,9201 ,22699  ,DESP DIVERSES ALCALDIA                            ,011,92   ,22    ,14000,0,,1368.14
2025,011  ,9201 ,489    ,TRANSF CORRENTS ALCALDIA                          ,011,9201 ,489   ,3000,0,,0
2025,011  ,9203 ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,26340.64,0,,7746.85
2025,011  ,9203 ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,25061.56,0,,10024.64
2025,011  ,9203 ,12006  ,TRIENNIS                                          ,,9    ,1     ,7052.76,0,,3041.64
2025,011  ,9203 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,31554.14,0,,12302.48
2025,011  ,9203 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,114486.68,0,,47076.34
2025,011  ,9203 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,42017.34,0,,12396.93
2025,031  ,920  ,22102  ,CONSUM GAS EDIFICIS MUNICIPALS                    ,,9    ,221   ,6544,1595.61,,-13.79
2025,041  ,326  ,48909  ,TRANSF CORRENTS INSTITUT ESCOLA                   ,041,326  ,48909 ,20365,0,,0
2025,041  ,326  ,48910  ,TRANSF CORRENTS ESCOLA JAUME BALMES               ,041,326  ,48910 ,22456,0,,0
2025,041  ,3232 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,3    ,1     ,144219.06,0,,51605.27
2025,041  ,3232 ,221012 ,CONSUM AIGUA ESCOLES                              ,,3    ,221   ,68555,0,,0
2025,041  ,326  ,22699  ,DESP DIVERSES SERVEIS COMPLEMENTARIS              ,041,32   ,22    ,3000,0,,330
2025,041  ,326  ,2279904,PRESTACIÓ SERVEIS ACTIV EXTRAESCOLARS ANGLES      ,041,326  ,227990,59994,0,,0
2025,041  ,326  ,227996 ,DINÀMICA EDUCATIVA                                ,041,32   ,22    ,11730,0,,8120.84
2025,041  ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,,9    ,1     ,66588.76,0,,48012.11
2025,041  ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,18845.88,0,,11881.72
2025,042  ,330  ,467    ,CONSORCI NORMALITZACIÓ LINGÜÍSTICA                ,042,330  ,467   ,66000,0,,33000
2025,042  ,3300 ,12001  ,SOUS DEL GRUP A2                                  ,,3    ,1     ,30883.52,0,,6948.82
2025,042  ,3300 ,12003  ,SOUS DEL GRUP C1                                  ,,3    ,1     ,11826.64,0,,3174.66
2025,042  ,3300 ,12006  ,TRIENNIS                                          ,,3    ,1     ,9422.16,0,,3231.99
2025,042  ,3300 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,22238.86,0,,4549.37
2025,042  ,3300 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,3    ,1     ,51349.34,0,,9058.89
2025,042  ,3300 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,3    ,1     ,37874.4,0,,6601.29
2025,042  ,3301 ,12000  ,SOUS DEL GRUP A1                                  ,,3    ,1     ,17560.44,0,,8780.22
2025,042  ,3301 ,12003  ,SOUS DEL GRUP C1                                  ,,3    ,1     ,5913.3,0,,2635.46
2025,042  ,3301 ,12004  ,SOUS DEL GRUP C2                                  ,,3    ,1     ,10024.64,0,,2791.65
2025,042  ,3301 ,12006  ,TRIENNIS                                          ,,3    ,1     ,11695.38,0,,5847.7
2025,042  ,3301 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,19359.76,0,,8402.45
2025,042  ,326  ,227998 ,ESCOLA D'ARTS EN VIU                              ,042,32   ,22    ,697385,0,,290577
2025,061  ,3412 ,226096 ,DESP FESTA DE LA BICICLETA                        ,061,34   ,22    ,10000,0,,7191.69
2025,044  ,2310 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,2    ,1     ,416839.82,0,,131794.55
2025,044  ,2311 ,12001  ,SOUS DEL GRUP A2                                  ,,2    ,1     ,555484.98,0,,269843.74
2025,044  ,2311 ,12004  ,SOUS DEL GRUP C2                                  ,,2    ,1     ,10024.64,0,,6355.16
2025,044  ,2311 ,12006  ,TRIENNIS                                          ,,2    ,1     ,61053.3,0,,32357.17
2025,044  ,2311 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,2    ,1     ,244121.77,0,,117516.72
2025,044  ,2311 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,2    ,1     ,498958.07,0,,241547.94
2025,044  ,2311 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,2    ,1     ,382098.3,0,,161416.61
2025,044  ,2311 ,13199  ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL-SUPLÈNCIES ,,2    ,1     ,17000,0,,0
2025,044  ,2311 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,2    ,1     ,562137.16,0,,186154.13
2025,044  ,2311 ,2279902,SERVEIS DE SUPORT A LA VIDA AUTONOMA              ,044,23   ,22    ,30000,0,,0
2025,044  ,2311 ,227992 ,CONTR PRESTACIÓ SERVEIS SAD DEPENDÈNCIA           ,044,2311 ,227992,0,144554.18,,144554.18
2025,044  ,2311 ,227994 ,CONTR PRESTACIÓ SERVEIS SAD SOCIAL                ,044,23   ,22    ,0,36972.38,,36972.38
2025,044  ,2311 ,227996 ,PREST SERV LA BOTIGA                              ,044,23   ,22    ,164000,0,,68333.35
2025,044  ,2311 ,227998 ,CONTR SERVEIS ACOLLIMENT RESIDENCIAL URGÈNCIA     ,044,2311 ,227998,67320,0,,0
2025,044  ,2311 ,48901  ,TRANSF CORRENTS CARITAS                           ,044,2311 ,48901 ,25000,10000,,25000
2025,0111 ,491  ,4491   ,APORT. PRAT COMUNICACIÓ SL                        ,011,491  ,4491  ,867509,0,,432000
2025,0111 ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,,9    ,1     ,63119.56,0,,31559.78
2025,0111 ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,18817.08,0,,8168.55
2025,0111 ,920  ,22200  ,SERVEIS COMUNICACIÓ TELECOMUNICACIONS             ,011,92   ,22    ,175000,19087.28,,65958.76
2025,0111 ,9202 ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,9    ,1     ,77120.12,0,,38560.06
2025,0111 ,9202 ,12001  ,SOUS DEL GRUP A2                                  ,,9    ,1     ,61767.04,0,,28720.4
2025,0111 ,9202 ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,11826.64,0,,5913.32
2025,0111 ,9202 ,12006  ,TRIENNIS                                          ,,9    ,1     ,9641.62,0,,4892.6
2025,0111 ,9202 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,35089.04,0,,16514.6
2025,0111 ,9202 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,77849.8,0,,37081.33
2025,0111 ,9202 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,9    ,1     ,37014.3,0,,18089.38
2025,0111 ,9202 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,93531.24,0,,35818.45
2025,0111 ,9207 ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,79021.96,0,,26340.66
2025,0111 ,9207 ,12001  ,SOUS DEL GRUP A2                                  ,,9    ,1     ,135360.72,0,,60340.76
2025,0111 ,9207 ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,47306.56,0,,29318.42
2025,0111 ,9207 ,12006  ,TRIENNIS                                          ,,9    ,1     ,37582.79,0,,19817.31
2025,0111 ,9207 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,128827.72,0,,57185.75
2025,0111 ,9207 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,338943.78,0,,146560.87
2025,0111 ,9207 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,9    ,1     ,141077.18,0,,70538.59
